./vl805-000137ad.bin:     file format binary
Disassembly of section .data:
0x7ffffff8 <.data>:
0x7ffffff8:	0d 08             	ld r13,(r0)
0x8000f0f8:	84 84 00 00       	addcmpbmi r4,r8,r0,0x8000f0f8
0x8000f0fc:	9c c2 ff f8       	bitflip.ne r28,pc,-1
0x8000f100:	07 ff d6 0c 9f c2 	v32add H(51++,0)+r11,V(44,46++)+r3*,HX(31,32)+r1 REP r0 IFNZ
0x8000f106:	fe b8 84 62 
0x8000f10a:	ff f8 84 82 ff fc 	vunkmem07 HX(10,0)+r6,V(15,12)+r14*,255 REP r0 SETF IFZ
0x8000f110:	9c 63 00 40 
0x8000f114:	9c a0 00 08       	ldb.eq r28,(r1+r0)
0x8000f118:	a8 de             	*unknown*
0x8000f11a:	00 00             	bkpt
0x8000f11c:	07 ff d6 05 9d 80 	v32add H(23,0)+r2,V(40,32)+r0,H(29,16)+r1 REP r0 IFNZ
0x8000f122:	00 20 84 62 
0x8000f126:	ff f8 e0 de 60 00 	vunkmem07 VY(48,11)+r6,HX(0,12)+r14*,V(32,0)+r0 REP r0 IFZ
0x8000f12c:	9c 63 00 40 
0x8000f130:	84 82 ff fc       	addcmpbcs r4,-8,0x3c,0x8000f12e
0x8000f134:	e0 63             	add r0,0x1e
0x8000f136:	60 00             	bl r0
0x8000f138:	9c a0 00 08       	ldb.eq r28,(r1+r0)
0x8000f13c:	07 ff d5 fd 9d 8c 	v32add -,V(24,32)+r0,61597 REP r0 SETF NONE UACCH
0x8000f142:	00 20 bc 2c 
0x8000f146:	00 c0 13 ff       	mov.m r0,r19
0x8000f14a:	ff f8 84 62 ff f8 	vunkmem07 H(10,48)+r6,V(15,4)+r10,V(48,31++)* REP r0 SETF IFNC max6 r3
0x8000f150:	84 62 ff fc 
0x8000f154:	84 a2 fe bc       	ldb r4,(r23+1278)
0x8000f158:	b8 63             	add r8,0x1b
0x8000f15a:	00 44             	mul r0,r0
0x8000f15c:	bc 23             	ld r12,(r11+0xc)
0x8000f15e:	00 00             	bkpt
0x8000f160:	0c 00             	*unknown*
0x8000f162:	00 ed b8 85 00 44 	add r0,r8,0x440085b8
0x8000f168:	18 c0 01 00       	mov.eq gp,r1
0x8000f16c:	9c 60             	mov r12,0x9
0x8000f16e:	00 f4 a8 e6 35 78 	vec48 0x400,0x7835e6a8
0x8000f174:	d4 07             	st r4,(sp+0x74)
0x8000f176:	18 00             	*unknown*
0x8000f178:	15 00             	*unknown*
0x8000f17a:	00 00             	bkpt
0x8000f17c:	15 00             	*unknown*
0x8000f17e:	00 00             	bkpt
0x8000f180:	15 00             	*unknown*
0x8000f182:	00 00             	bkpt
0x8000f184:	15 00             	*unknown*
0x8000f186:	00 00             	bkpt
0x8000f188:	15 00             	*unknown*
0x8000f18a:	00 00             	bkpt
0x8000f18c:	15 00             	*unknown*
0x8000f18e:	00 00             	bkpt
0x8000f190:	a4 64             	mul r4,0xa
0x8000f192:	00 0f             	ldsb r0,(r0)
0x8000f194:	19 00             	*unknown*
0x8000f196:	ff ff b8 63 00 0c 	vop63.1 H(14++,48)+r0,-,3072 REP r0 SETF
0x8000f19c:	a9 08 03 00 
0x8000f1a0:	a8 86 35 7c       	addcmpbvs r8,-6,r15,0x8000f20a
0x8000f1a4:	e0 63             	add r0,0x1e
0x8000f1a6:	40 04             	ld r0,(sp+0x10)
0x8000f1a8:	d4 04             	ld r4,(sp+0x34)
0x8000f1aa:	18 00             	*unknown*
0x8000f1ac:	15 00             	*unknown*
0x8000f1ae:	00 00             	bkpt
0x8000f1b0:	15 00             	*unknown*
0x8000f1b2:	00 00             	bkpt
0x8000f1b4:	15 00             	*unknown*
0x8000f1b6:	00 00             	bkpt
0x8000f1b8:	15 00             	*unknown*
0x8000f1ba:	00 00             	bkpt
0x8000f1bc:	15 00             	*unknown*
0x8000f1be:	00 00             	bkpt
0x8000f1c0:	15 00             	*unknown*
0x8000f1c2:	00 00             	bkpt
0x8000f1c4:	9c 60             	mov r12,0x9
0x8000f1c6:	00 20             	ld r0,(r0+0x0)
0x8000f1c8:	d4 07             	st r4,(sp+0x74)
0x8000f1ca:	18 00             	*unknown*
0x8000f1cc:	15 00             	*unknown*
0x8000f1ce:	00 00             	bkpt
0x8000f1d0:	15 00             	*unknown*
0x8000f1d2:	00 00             	bkpt
0x8000f1d4:	15 00             	*unknown*
0x8000f1d6:	00 00             	bkpt
0x8000f1d8:	15 00             	*unknown*
0x8000f1da:	00 00             	bkpt
0x8000f1dc:	15 00             	*unknown*
0x8000f1de:	00 00             	bkpt
0x8000f1e0:	15 00             	*unknown*
0x8000f1e2:	00 00             	bkpt
0x8000f1e4:	9c 60             	mov r12,0x9
0x8000f1e6:	00 01             	*unknown*
0x8000f1e8:	dc 04             	ld r12,(sp+0x34)
0x8000f1ea:	18 00             	*unknown*
0x8000f1ec:	15 00             	*unknown*
0x8000f1ee:	00 00             	bkpt
0x8000f1f0:	15 00             	*unknown*
0x8000f1f2:	00 00             	bkpt
0x8000f1f4:	15 00             	*unknown*
0x8000f1f6:	00 00             	bkpt
0x8000f1f8:	15 00             	*unknown*
0x8000f1fa:	00 00             	bkpt
0x8000f1fc:	15 00             	*unknown*
0x8000f1fe:	00 00             	bkpt
0x8000f200:	15 00             	*unknown*
0x8000f202:	00 00             	bkpt
0x8000f204:	a8 66             	sub r8,0xa
0x8000f206:	36 20             	ld r6,(r3+0x0)
0x8000f208:	18 e0             	*unknown*
0x8000f20a:	df ff 84 63 00 00 	vop59.1 H(14,48)+r12,V(0,8)+r0*,H(0,0)+r0 REP r0
0x8000f210:	18 c0 00 01 
0x8000f214:	a8 c6             	*unknown*
0x8000f216:	39 d0             	*unknown*
0x8000f218:	a4 63             	add r4,0x1a
0x8000f21a:	00 01             	*unknown*
0x8000f21c:	84 86 00 00       	addcmpbvs r4,r8,r0,0x8000f21c
0x8000f220:	a8 e7             	*unknown*
0x8000f222:	ff ff b8 63 00 1d 	vop63.1 H(14,48)+r8*,-,57600 REP r0 SETF
0x8000f228:	e0 84 38 03 
0x8000f22c:	e0 64             	mul r0,0xe
0x8000f22e:	18 04             	ld r8,(sp+0x4)
0x8000f230:	d4 06             	st r4,(sp+0x34)
0x8000f232:	18 00             	*unknown*
0x8000f234:	18 60             	mov r8,0x1
0x8000f236:	00 01             	*unknown*
0x8000f238:	a8 63             	add r8,0x1a
0x8000f23a:	31 40             	mov r1,r3
0x8000f23c:	b8 63             	add r8,0x1b
0x8000f23e:	00 4c             	btest r0,r0
0x8000f240:	a4 83 00 ff       	addcmpbcc r4,-6,0x3f,0x8000f240
0x8000f244:	bc 24             	ld r12,(r11+0x10)
0x8000f246:	00 ff 0c 00 00 45 	v32add H(0,0)+r8*,V(4,28)+r2*,256
0x8000f24c:	9c 84 00 01 
0x8000f250:	18 a0 03 00       	ld.eq gp,(r0+r3<<2)
0x8000f254:	aa 45             	eor r10,r10
0x8000f256:	00 84 d7 e2       	bmi r0,0x22,0x8000f204
0x8000f25a:	26 b4 9f 00       	add r6,r1,159
0x8000f25e:	00 00             	bkpt
0x8000f260:	a9 85 00 80       	addcmpbpl r9,r10,0x0,0x8000f260
0x8000f264:	a4 98 00 ff       	bl 0x784af064
0x8000f268:	9c 60             	mov r12,0x9
0x8000f26a:	00 00             	bkpt
0x8000f26c:	e0 a4             	*unknown*
0x8000f26e:	20 00             	swi r0
0x8000f270:	ba c4 00 0c       	div.hi.su lr,r1,r0
0x8000f274:	9c 85 00 01       	addcmpbpl r12,r9,r0,0x8000f474
0x8000f278:	b8 c5 00 02       	addscale.mi gp,r0,r0<<6
0x8000f27c:	b8 a4 00 02       	stb.mi gp,(--r0)
0x8000f280:	aa 03             	stm r6-r16,lr,(--sp)
0x8000f282:	00 00             	bkpt
0x8000f284:	e0 86 10 00       	addcmpbvs r0,r14,r0,0x8000f2a4
0x8000f288:	e0 a5             	*unknown*
0x8000f28a:	10 00             	*unknown*
0x8000f28c:	9f 44             	mul r15,r9
0x8000f28e:	fe b8             	*unknown*
0x8000f290:	9f 85 fe b8       	addcmpbpl r15,r9,0x38,0x8000f28c
0x8000f294:	b8 63             	add r8,0x1b
0x8000f296:	00 06             	st r0,(sp)
0x8000f298:	9c 80 00 00       	addcmpbeq r12,r9,r0,0x8000f298
0x8000f29c:	e0 c3             	*unknown*
0x8000f29e:	b0 00             	switch r16
0x8000f2a0:	e0 64             	mul r0,0xe
0x8000f2a2:	30 00             	swi r16
0x8000f2a4:	d4 0c             	ldb r4,(r13)
0x8000f2a6:	18 00             	*unknown*
0x8000f2a8:	84 6c             	btest r4,0x8
0x8000f2aa:	00 00             	bkpt
0x8000f2ac:	bd 83 00 00       	addcmpbcc r13,r11,r0,0x8000f2ac
0x8000f2b0:	13 ff ff fe e0 ae 	v32addc -,-,4832 REP8 SETF IFNZ SUMS r2
0x8000f2b6:	20 00 84 72 
0x8000f2ba:	00 00             	bkpt
0x8000f2bc:	9c 84 00 04       	addcmpbmi r12,r9,r1,0x8000f2bc
0x8000f2c0:	bc 24             	ld r12,(r11+0x10)
0x8000f2c2:	00 40             	mov r0,r0
0x8000f2c4:	13 ff ff f7 d4 05 	v32addc -,-,59860 REP8 IFN SUMU r2
0x8000f2ca:	18 00 ba 90 
0x8000f2ce:	00 06             	st r0,(sp)
0x8000f2d0:	84 7a             	lsr r4,0x8
0x8000f2d2:	00 00             	bkpt
0x8000f2d4:	e0 74             	bitflip r0,0xe
0x8000f2d6:	18 00             	*unknown*
0x8000f2d8:	e4 83 70 00       	addcmpbcc r4,r14,r0,0x8000f3b8
0x8000f2dc:	10 00             	*unknown*
0x8000f2de:	00 43             	bic r0,r0
0x8000f2e0:	15 00             	*unknown*
0x8000f2e2:	00 00             	bkpt
0x8000f2e4:	e0 63             	add r0,0x1e
0x8000f2e6:	70 02             	ldm gp-r8,(sp++)
0x8000f2e8:	84 9c 00 00       	bl 0x7c08f2e8
0x8000f2ec:	b8 63             	add r8,0x1b
0x8000f2ee:	00 46             	sub r0,r0
0x8000f2f0:	b8 a4 00 1a       	stb.mi gp,(--r3)
0x8000f2f4:	e0 a3 28 00       	ldsb r0,(r0+-2008)
0x8000f2f8:	9c c0 00 01       	mul.cs r28,r0,r0
0x8000f2fc:	a8 6e             	bmask r8,0xa
0x8000f2fe:	00 00             	bkpt
0x8000f300:	9c 80 00 40       	addcmpbeq r12,-7,r0,0x8000f300
0x8000f304:	07 ff ff 3a a8 e6 	v32add V(32,27)+r0,-,26280 REP r0
0x8000f30a:	00 00 19 00 
0x8000f30e:	01 00             	nop
0x8000f310:	a9 08             	ld r9,(r10)
0x8000f312:	38 04             	ld r8,(sp+0xc)
0x8000f314:	84 68             	not r4,0x8
0x8000f316:	00 00             	bkpt
0x8000f318:	a4 63             	add r4,0x1a
0x8000f31a:	00 40             	mov r0,r0
0x8000f31c:	bc 23             	ld r12,(r11+0xc)
0x8000f31e:	00 00             	bkpt
0x8000f320:	10 00             	*unknown*
0x8000f322:	00 82 e0 74       	bcs r0,r13,0x8000f4e2
0x8000f326:	b0 00             	switch r16
0x8000f328:	e4 8e 18 00       	addcmpb r4,r14,r0,0x8000f358
0x8000f32c:	10 00             	*unknown*
0x8000f32e:	00 06             	st r0,(sp)
0x8000f330:	9c 70             	bitset r12,0x9
0x8000f332:	00 01             	*unknown*
0x8000f334:	a4 63             	add r4,0x1a
0x8000f336:	00 ff bc 23 00 40 	v32add H(14++,16)*,-,H(0++,0)* IFC IMIN r3
0x8000f33c:	13 ff ff d6 
0x8000f340:	aa 03             	stm r6-r16,lr,(--sp)
0x8000f342:	00 00             	bkpt
0x8000f344:	9f 18             	bne 0x8000f382
0x8000f346:	00 01             	*unknown*
0x8000f348:	84 62             	add r4,0x8
0x8000f34a:	fe b4 e4 38       	add sr,r7,14564
0x8000f34e:	18 00             	*unknown*
0x8000f350:	13 ff ff c6 a4 98 	v32addc HY(27++,0)*,-,H(36,16)+r1 REP8 SETF IFNN
0x8000f356:	00 ff 84 a2 
0x8000f35a:	fe bc             	*unknown*
0x8000f35c:	9d a0 00 00       	ldb.eq r29,(r0+r0)
0x8000f360:	18 60             	mov r8,0x1
0x8000f362:	03 00             	user
0x8000f364:	a8 de             	*unknown*
0x8000f366:	00 00             	bkpt
0x8000f368:	a9 63             	add r9,0x1a
0x8000f36a:	00 30             	st r0,(r0+0x0)
0x8000f36c:	00 00             	bkpt
0x8000f36e:	00 10             	lea r0,(sp+0x0)
0x8000f370:	a9 8d 00 00       	addcmpble r9,r10,r0,0x8000f370
0x8000f374:	84 66             	sub r4,0x8
0x8000f376:	00 00             	bkpt
0x8000f378:	18 80 80 00       	addcmpbeq r8,r1,r0,0x8000f478
0x8000f37c:	b8 63             	add r8,0x1b
0x8000f37e:	00 4c             	btest r0,r0
0x8000f380:	e0 6e             	bmask r0,0xe
0x8000f382:	18 00             	*unknown*
0x8000f384:	e0 63             	add r0,0x1e
0x8000f386:	40 02             	ldm r16,(sp++)
0x8000f388:	e0 63             	add r0,0x1e
0x8000f38a:	20 04             	ld r0,(sp+0x8)
0x8000f38c:	d4 0b             	sth r4,(r13)
0x8000f38e:	18 00             	*unknown*
0x8000f390:	9d ad             	*unknown*
0x8000f392:	00 01             	*unknown*
0x8000f394:	9c c6 00 08       	subscale.eq r28,r1,r0<<4
0x8000f398:	9d 8c 10 00       	addcmpbgt r13,r9,r0,0x8000f3b8
0x8000f39c:	bc 0d             	stb r12,(r11)
0x8000f39e:	00 17             	lea r0,(sp+0xe0)
0x8000f3a0:	10 00             	*unknown*
0x8000f3a2:	00 19             	bcs 0x8000f3a2
0x8000f3a4:	9d 6b             	cmp r13,0x19
0x8000f3a6:	00 04             	ld r0,(sp)
0x8000f3a8:	84 a6             	*unknown*
0x8000f3aa:	00 04             	ld r0,(sp)
0x8000f3ac:	a4 6d             	btest r4,0x1a
0x8000f3ae:	00 ff b9 c5 00 14 	v32add HY(22++,0)+r0*,-,0 IFZ UADDH
0x8000f3b4:	b9 0c 00 4c 
0x8000f3b8:	bc 43             	bic r12,r11
0x8000f3ba:	00 12             	lea r0,(sp+0x40)
0x8000f3bc:	0f ff ff ee 9c 8b 	v32adds -,-,r1+28 REP r0 SETF IFNZ
0x8000f3c2:	00 14 84 66 
0x8000f3c6:	00 00             	bkpt
0x8000f3c8:	18 a0 80 00       	ld.ne gp,(r0+r0<<2)
0x8000f3cc:	b8 63             	add r8,0x1b
0x8000f3ce:	00 4c             	btest r0,r0
0x8000f3d0:	e0 6e             	bmask r0,0xe
0x8000f3d2:	18 00             	*unknown*
0x8000f3d4:	e0 63             	add r0,0x1e
0x8000f3d6:	40 02             	ldm r16,(sp++)
0x8000f3d8:	e0 63             	add r0,0x1e
0x8000f3da:	28 04             	ld r8,(sp+0x8)
0x8000f3dc:	d4 04             	ld r4,(sp+0x34)
0x8000f3de:	18 00             	*unknown*
0x8000f3e0:	03 ff ff ed 9d ad 	v32add -,-,4509 REP8 SETF IFN max6 r2
0x8000f3e6:	00 01 84 9c 
0x8000f3ea:	00 00             	bkpt
0x8000f3ec:	e0 63             	add r0,0x1e
0x8000f3ee:	70 02             	ldm gp-r8,(sp++)
0x8000f3f0:	9c 84 ff ff       	addcmpbmi r12,-7,0x3f,0x8000f3ee
0x8000f3f4:	b8 63             	add r8,0x1b
0x8000f3f6:	00 46             	sub r0,r0
0x8000f3f8:	b8 a4 00 1a       	stb.mi gp,(--r3)
0x8000f3fc:	03 ff ff bf e0 a3 	v32add VX(48,47)+r0,-,r6+96 REP8 IFNZ
0x8000f402:	28 00 18 60 
0x8000f406:	03 00             	user
0x8000f408:	19 80 01 00       	addcmpbeq r9,r1,r0,0x8000f40a
0x8000f40c:	a8 63             	add r8,0x1a
0x8000f40e:	00 14             	lea r0,(sp+0x80)
0x8000f410:	9c c0 00 00       	mul.eq r28,r0,r0
0x8000f414:	a8 8c c0 20       	addcmpbgt r8,r10,r8,0x8000f594
0x8000f418:	d4 03             	stm r16-r4,lr,(--sp)
0x8000f41a:	30 00             	swi r16
0x8000f41c:	a8 ac             	*unknown*
0x8000f41e:	c0 80 84 64       	addcmpbeq r0,-4,r9,0x8000f526
0x8000f422:	00 00             	bkpt
0x8000f424:	a8 ec c0 90 a8 63 	add r8,r5,0x63a890c0
0x8000f42a:	00 0e             	ldsh r0,(r0)
0x8000f42c:	18 c0 00 01       	mov.cs gp,r0
0x8000f430:	a8 c6             	*unknown*
0x8000f432:	39 d0             	*unknown*
0x8000f434:	d4 04             	ld r4,(sp+0x34)
0x8000f436:	18 00             	*unknown*
0x8000f438:	a9 0c             	ldb r9,(r10)
0x8000f43a:	c0 d0             	*unknown*
0x8000f43c:	84 65             	mul r4,0x18
0x8000f43e:	00 00             	bkpt
0x8000f440:	a9 6c             	btest r9,0xa
0x8000f442:	70 20             	ld r0,(r7+0x0)
0x8000f444:	a8 63             	add r8,0x1a
0x8000f446:	00 70             	bitset r0,0x0
0x8000f448:	a9 ac             	*unknown*
0x8000f44a:	70 80 d4 05       	addcmpbeq r0,r7,r1,0x8000f7f2
0x8000f44e:	18 00             	*unknown*
0x8000f450:	a9 cc             	*unknown*
0x8000f452:	70 90 84 67       	beq 0x7fe1c35a
0x8000f456:	00 00             	bkpt
0x8000f458:	84 86 00 00       	addcmpbvs r4,r8,r0,0x8000f458
0x8000f45c:	a8 63             	add r8,0x1a
0x8000f45e:	00 70             	bitset r0,0x0
0x8000f460:	a9 ec 70 d0 d4 07 	add r9,r5,0x7d4d070
0x8000f466:	18 00             	*unknown*
0x8000f468:	18 e0             	*unknown*
0x8000f46a:	10 00             	*unknown*
0x8000f46c:	84 68             	not r4,0x8
0x8000f46e:	00 00             	bkpt
0x8000f470:	e0 a4             	*unknown*
0x8000f472:	38 04             	ld r8,(sp+0xc)
0x8000f474:	18 80 00 07       	addcmpbeq r8,r1,r1,0x8000f274
0x8000f478:	a8 ec 40 00 e0 63 	add r8,r5,0x63e00040
0x8000f47e:	20 04             	ld r0,(sp+0x8)
0x8000f480:	18 80 00 01       	addcmpbeq r8,r1,r0,0x8000f680
0x8000f484:	a8 84 39 cc       	addcmpbmi r8,-6,0xc,0x8000f4f6
0x8000f488:	d4 08             	ld r4,(r13)
0x8000f48a:	18 00             	*unknown*
0x8000f48c:	84 6b             	cmp r4,0x18
0x8000f48e:	00 00             	bkpt
0x8000f490:	8c 84 00 00       	addcmpbmi r12,r8,r0,0x8000f490
0x8000f494:	a8 63             	add r8,0x1a
0x8000f496:	00 0e             	ldsh r0,(r0)
0x8000f498:	d4 06             	st r4,(sp+0x34)
0x8000f49a:	28 00             	swi r8
0x8000f49c:	d4 0b             	sth r4,(r13)
0x8000f49e:	18 00             	*unknown*
0x8000f4a0:	18 a0 00 07       	ld gp,(r0+r0<<2)
0x8000f4a4:	84 6d             	btest r4,0x18
0x8000f4a6:	00 00             	bkpt
0x8000f4a8:	9c c0 00 00       	mul.eq r28,r0,r0
0x8000f4ac:	a8 63             	add r8,0x1a
0x8000f4ae:	00 70             	bitset r0,0x0
0x8000f4b0:	bc 24             	ld r12,(r11+0x10)
0x8000f4b2:	00 00             	bkpt
0x8000f4b4:	d4 0d             	stb r4,(r13)
0x8000f4b6:	18 00             	*unknown*
0x8000f4b8:	84 6e             	bmask r4,0x8
0x8000f4ba:	00 00             	bkpt
0x8000f4bc:	a8 63             	add r8,0x1a
0x8000f4be:	00 70             	bitset r0,0x0
0x8000f4c0:	d4 0e             	ldsh r4,(r13)
0x8000f4c2:	18 00             	*unknown*
0x8000f4c4:	84 6f             	bmask r4,0x18
0x8000f4c6:	00 00             	bkpt
0x8000f4c8:	e0 63             	add r0,0x1e
0x8000f4ca:	28 04             	ld r8,(sp+0x8)
0x8000f4cc:	d4 0f             	ldsb r4,(r13)
0x8000f4ce:	18 00             	*unknown*
0x8000f4d0:	d4 07             	st r4,(sp+0x74)
0x8000f4d2:	30 00             	swi r16
0x8000f4d4:	10 00             	*unknown*
0x8000f4d6:	00 15             	lea r0,(sp+0xa0)
0x8000f4d8:	9c a0 15 ec       	ldb.hi r28,(r29+r21)
0x8000f4dc:	19 c0 00 01       	mov.cs sp,r0
0x8000f4e0:	a9 ce             	*unknown*
0x8000f4e2:	3a e8 04 00 02 85 	cmn lr,0x85020004
0x8000f4e8:	a8 6e             	bmask r8,0xa
0x8000f4ea:	00 00             	bkpt
0x8000f4ec:	a8 6c             	btest r8,0xa
0x8000f4ee:	c0 00             	*unknown*
0x8000f4f0:	a8 ac             	*unknown*
0x8000f4f2:	70 00             	bl r16
0x8000f4f4:	d4 0e             	ldsh r4,(r13)
0x8000f4f6:	1b 18             	beq 0x8000f52c
0x8000f4f8:	18 60             	mov r8,0x1
0x8000f4fa:	12 34             	st r2,(r1+0x10)
0x8000f4fc:	a8 83 56 78       	addcmpbcc r8,-6,r14,0x8000f5a8
0x8000f500:	18 60             	mov r8,0x1
0x8000f502:	00 01             	*unknown*
0x8000f504:	a8 63             	add r8,0x1a
0x8000f506:	50 d4             	*unknown*
0x8000f508:	d4 03             	stm r16-r4,lr,(--sp)
0x8000f50a:	20 00             	swi r0
0x8000f50c:	00 00             	bkpt
0x8000f50e:	00 07             	st r0,(sp+0x40)
0x8000f510:	d4 0e             	ldsh r4,(r13)
0x8000f512:	28 c4             	*unknown*
0x8000f514:	bc 04             	ld r12,(sp+0x2c)
0x8000f516:	00 00             	bkpt
0x8000f518:	13 ff ff 47 18 c0 	v32addc H(31,32)+r0,-,H(24++,0)+r0* REP8 IFNC MAX r4
0x8000f51e:	01 00 03 ff 
0x8000f522:	ff 14             	lea pc,(sp+0x9c)
0x8000f524:	9c 60             	mov r12,0x9
0x8000f526:	00 f4 85 21 00 00 	vec48 0x400,0x2185
0x8000f52c:	84 41             	cmn r4,r8
0x8000f52e:	00 04             	ld r0,(sp)
0x8000f530:	85 81 00 08       	addcmpbne r5,r8,r2,0x8000f530
0x8000f534:	85 c1 00 0c       	btest.hi.m r1,r0
0x8000f538:	86 01             	*unknown*
0x8000f53a:	00 10             	lea r0,(sp+0x0)
0x8000f53c:	86 41             	cmn r6,r8
0x8000f53e:	00 14             	lea r0,(sp+0x80)
0x8000f540:	86 81 00 18       	addcmpbne r6,r8,r6,0x8000f540
0x8000f544:	86 c1 00 1c       	btest.hi.m r3,r0
0x8000f548:	87 01             	*unknown*
0x8000f54a:	00 20             	ld r0,(r0+0x0)
0x8000f54c:	87 41             	cmn r7,r8
0x8000f54e:	00 24             	ld r0,(r0+0x10)
0x8000f550:	87 81 00 28       	addcmpbne r7,r8,r10,0x8000f550
0x8000f554:	87 c1 00 2c       	btest.hi.m r5,r0
0x8000f558:	44 00             	b r4
0x8000f55a:	48 00             	b r8
0x8000f55c:	9c 21             	ld r12,(r9+0x4)
0x8000f55e:	01 7c             	shl r1,0x0
0x8000f560:	9c 21             	ld r12,(r9+0x4)
0x8000f562:	ff e8 d4 01 10 04 	and pc,0x41001d4
0x8000f568:	9c 41             	cmn r12,r9
0x8000f56a:	00 18             	beq 0x8000f56a
0x8000f56c:	d4 01             	swi 0x14
0x8000f56e:	48 00             	b r8
0x8000f570:	d4 01             	swi 0x14
0x8000f572:	60 08             	ld r0,(r6)
0x8000f574:	d4 01             	swi 0x14
0x8000f576:	70 0c             	ldb r0,(r7)
0x8000f578:	18 a0 01 00       	ld.eq gp,(r0+r1<<2)
0x8000f57c:	a9 c3 00 00       	brev.eq r9,r0
0x8000f580:	a8 65             	mul r8,0x1a
0x8000f582:	30 50             	bitset r0,r3
0x8000f584:	a9 84 00 00       	addcmpbmi r9,r10,r0,0x8000f584
0x8000f588:	84 63             	add r4,0x18
0x8000f58a:	00 00             	bkpt
0x8000f58c:	a8 a5             	*unknown*
0x8000f58e:	30 54             	bitflip r0,r3
0x8000f590:	9c 80 ff c0       	addcmpbeq r12,-7,0x0,0x8000f58e
0x8000f594:	9c c2 ff f8       	bitflip.ne r28,pc,-1
0x8000f598:	e0 63             	add r0,0x1e
0x8000f59a:	20 03             	ldm r6,pc,(sp++)
0x8000f59c:	84 85 00 00       	addcmpbpl r4,r8,r0,0x8000f59c
0x8000f5a0:	07 ff d4 e4 9c a0 	v32add -,V(10,32)+r8,H(28,16)+r14 REP r0 IFNZ UACCH
0x8000f5a6:	00 02 b8 6c 
0x8000f5aa:	00 03             	ldm r0,pc,(sp++)
0x8000f5ac:	84 a2 ff f8       	ldb r4,(pc+255)
0x8000f5b0:	a8 ce             	*unknown*
0x8000f5b2:	00 00             	bkpt
0x8000f5b4:	e0 63             	add r0,0x1e
0x8000f5b6:	28 00             	swi r8
0x8000f5b8:	84 82 ff fc       	addcmpbcs r4,-8,0x3c,0x8000f5b6
0x8000f5bc:	07 ff d4 dd 9c a0 	v32add VY(48,7)+r0,V(10,32)+r8,H(28,16)+r1* REP r0 NONE
0x8000f5c2:	00 02 85 21 
0x8000f5c6:	00 00             	bkpt
0x8000f5c8:	84 41             	cmn r4,r8
0x8000f5ca:	00 04             	ld r0,(sp)
0x8000f5cc:	85 81 00 08       	addcmpbne r5,r8,r2,0x8000f5cc
0x8000f5d0:	85 c1 00 0c       	btest.hi.m r1,r0
0x8000f5d4:	44 00             	b r4
0x8000f5d6:	48 00             	b r8
0x8000f5d8:	9c 21             	ld r12,(r9+0x4)
0x8000f5da:	00 18             	beq 0x8000f5da
0x8000f5dc:	9c 21             	ld r12,(r9+0x4)
0x8000f5de:	ff e8 d4 01 10 04 	and pc,0x41001d4
0x8000f5e4:	9c 41             	cmn r12,r9
0x8000f5e6:	00 18             	beq 0x8000f5e6
0x8000f5e8:	d4 01             	swi 0x14
0x8000f5ea:	48 00             	b r8
0x8000f5ec:	d4 01             	swi 0x14
0x8000f5ee:	60 08             	ld r0,(r6)
0x8000f5f0:	d4 01             	swi 0x14
0x8000f5f2:	70 0c             	ldb r0,(r7)
0x8000f5f4:	9d c2 ff f8       	bitflip.ne r29,pc,-1
0x8000f5f8:	9c 80 00 16       	addcmpbeq r12,r9,r5,0x8000f1f8
0x8000f5fc:	19 80 00 01       	addcmpbeq r9,r1,r0,0x8000f7fc
0x8000f600:	a9 8c 39 40       	addcmpbgt r9,-6,r0,0x8000f672
0x8000f604:	07 ff ff d7 a8 6e 	v32add VY(16,15)+r0,-,4776 REP r0 SETF IFNZ
0x8000f60a:	00 00 84 62 
0x8000f60e:	ff f8 9c c0 00 00 	vunkmem07 HY(2,0)+r8,V(0,60)+r14*,H(0,0)+r0* REP r0
0x8000f614:	9c 83 01 00 
0x8000f618:	84 62             	add r4,0x8
0x8000f61a:	ff fc e0 a4 60 02 	v16testmag HX(19,32)+r0,HX(0++,9)+r14*,VX(32,0)+r0 REP r0 IMAX r0
0x8000f620:	b9 03 00 1a 
0x8000f624:	b8 a5 00 46       	stb.gt gp,(r8++)
0x8000f628:	9c e0             	*unknown*
0x8000f62a:	00 01             	*unknown*
0x8000f62c:	a8 6c             	btest r8,0xa
0x8000f62e:	00 00             	bkpt
0x8000f630:	e0 a5             	*unknown*
0x8000f632:	40 00             	b r0
0x8000f634:	9c 80 0c 00       	addcmpbeq r12,r9,r0,0x8000f64c
0x8000f638:	07 ff fe 6d e1 8c 	v32add H(55,48)+r0,-,41185 REP r0 SETF IFNZ SACCH
0x8000f63e:	20 00 a8 6e 
0x8000f642:	00 00             	bkpt
